,pair,title,description,link,provider,time_published
159,eur-usd,Dollar back to square one after payrolls - UBS,"Investing.com - The US dollar received a boost from the release of Friday’s stronger-than-expected nonfarm payrolls, but UBS sees this just moving the US currency back to square...",https://www.investing.com/news/forex-news/dollar-back-to-square-one-after-payrolls--ubs-3652504,Investing.com,2024-10-08 09:09:00
160,eur-usd,Dollar retreats from highs; euro helped by German data,"Investing.com - The U.S. dollar edged lower Tuesday, but remained near seven-week highs as traders mulled the outlook for Fed monetary policy in the wake of last week’s strong jobs...",https://www.investing.com/news/forex-news/dollar-retreats-from-highs-euro-helped-by-german-data-3652480,Investing.com,2024-10-08 08:28:21
161,eur-usd,Dollar consolidates after strongest week in two years,By Chibuike Oguh and Alden Bentley NEW YORK (Reuters) -The U.S. dollar stalled near a seven-week high on Monday as investors reassessed their positions after last week's strong...,https://www.investing.com/news/economy-news/dollar-on-a-roll-after-us-jobs-data-and-middle-east-flareup-3650224,Reuters,2024-10-08 00:50:42
162,eur-usd,Spain stocks higher at close of trade; IBEX 35 up 0.49%,"Investing.com – Spain stocks were higher after the close on Monday, as gains in the Financial Services & Real Estate, Consumer Goods and Building & Construction sectors led shares...",https://www.investing.com/news/stock-market-news/spain-stocks-higher-at-close-of-trade-ibex-35-up-049-3651767,Investing.com,2024-10-07 16:08:28
163,eur-usd,Netherlands stocks higher at close of trade; AEX up 0.11%,"Investing.com – Netherlands stocks were higher after the close on Monday, as gains in the Oil & Gas, Telecoms and Consumer Goods sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/netherlands-stocks-higher-at-close-of-trade-aex-up-011-3651763,Investing.com,2024-10-07 16:07:34
164,eur-usd,Italy stocks higher at close of trade; Investing.com Italy 40 up 0.64%,"Investing.com – Italy stocks were higher after the close on Monday, as gains in the Chemicals, Healthcare and Financials sectors led shares higher. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-higher-at-close-of-trade-investingcom-italy-40-up-064-3651762,Investing.com,2024-10-07 16:07:07
165,eur-usd,Germany stocks lower at close of trade; DAX down 0.14%,"Investing.com – Germany stocks were lower after the close on Monday, as losses in the Construction, Insurance and Utilities sectors led shares lower. At the close in Frankfurt,...",https://www.investing.com/news/stock-market-news/germany-stocks-lower-at-close-of-trade-dax-down-014-3651760,Investing.com,2024-10-07 16:06:16
166,eur-usd,Finland stocks lower at close of trade; OMX Helsinki 25 down 0.10%,"Investing.com – Finland stocks were lower after the close on Monday, as losses in the Technology, Utilities and Oil & Gas sectors led shares lower. At the close in Helsinki, the...",https://www.investing.com/news/stock-market-news/finland-stocks-lower-at-close-of-trade-omx-helsinki-25-down-010-3651743,Investing.com,2024-10-07 16:00:04
167,eur-usd,Poland stocks higher at close of trade; WIG30 up 0.13%,"Investing.com – Poland stocks were higher after the close on Monday, as gains in the Information Technology, Media and Construction sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/poland-stocks-higher-at-close-of-trade-wig30-up-013-3651708,Investing.com,2024-10-07 15:40:03
168,eur-usd,Chances of 50bps Fed rate cut decline after robust jobs report,"Investing.com -- The likelihood of the U.S. Federal Reserve delivering a 50 basis point rate cut has diminished following a much stronger-than-expected jobs report, Danske Bank...",https://www.investing.com/news/stock-market-news/chances-of-50bps-fed-rate-cut-decline-after-robust-jobs-report-3651189,Investing.com,2024-10-07 13:04:28
169,eur-usd,Dollar stable after payrolls gains; euro slips on weak data,"Investing.com - The U.S. dollar stabilized Monday, holding onto the gains seen after Friday’s strong jobs report at the start of a week that includes the release of key inflation...",https://www.investing.com/news/forex-news/dollar-stable-after-payrolls-gains-euro-slips-on-weak-data-3650368,Investing.com,2024-10-07 08:01:49
170,eur-usd,Morning Bid: US 'no landing' scenario lifts markets,"A look at the day ahead in European and global markets from Kevin Buckland What a difference a payrolls report makes. From worries about a U.S. economic ""hard landing"", the debate...",https://www.investing.com/news/economy-news/morning-bid-us-no-landing-scenario-lifts-markets-3650257,Reuters,2024-10-07 04:35:32
171,eur-usd,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.81%,"Investing.com – U.S. stocks were higher after the close on Friday, as gains in the Consumer Services, Financials and Technology sectors led shares higher. At the close in NYSE,...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-081-3649911,Investing.com,2024-10-04 20:35:06
172,eur-usd,Strong jobs report propels dollar to best week since 2022,By Karen Brettell NEW YORK (Reuters) -The dollar jumped to a seven-week high on Friday and was on track to post its best week since September 2022 after a surprisingly strong jobs...,https://www.investing.com/news/economy-news/dollar-poised-for-largest-weekly-gain-since-april-jobs-report-in-focus-3648494,Reuters,2024-10-04 18:40:47
173,eur-usd,Netherlands stocks higher at close of trade; AEX up 0.16%,"Investing.com – Netherlands stocks were higher after the close on Friday, as gains in the Oil & Gas, Construction & Materials and Food Producers sectors led shares higher. At the...",https://www.investing.com/news/stock-market-news/netherlands-stocks-higher-at-close-of-trade-aex-up-016-3649602,Investing.com,2024-10-04 16:07:32
174,eur-usd,Germany stocks higher at close of trade; DAX up 0.55%,"Investing.com – Germany stocks were higher after the close on Friday, as gains in the Technology, Food & Beverages and Industrials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/germany-stocks-higher-at-close-of-trade-dax-up-055-3649599,Investing.com,2024-10-04 16:06:16
175,eur-usd,France stocks mixed at close of trade; CAC 40 up 0.85%,"Investing.com – France stocks were mixed after the close on Friday, as gains in the Oil & Gas, Household Goods and General Financial sectors led shares higher while losses in the...",https://www.investing.com/news/stock-market-news/france-stocks-mixed-at-close-of-trade-cac-40-up-085-3649598,Investing.com,2024-10-04 16:05:32
176,eur-usd,Dollar on track for hefty weekly gains ahead of payrolls,"Investing.com - The U.S. dollar slipped slightly Friday, falling from a six-week high ahead of a key jobs report that could determine sentiment ahead of the Federal Reserve’s next...",https://www.investing.com/news/forex-news/dollar-on-track-for-hefty-weekly-gains-ahead-of-payrolls-3648702,Investing.com,2024-10-04 08:26:52
177,eur-usd,Stocks edge lower as Middle East conflict pushes oil higher,"By Chibuike Oguh and Iain Withers NEW YORK/LONDON (Reuters) -Global stocks fell on Thursday, weighed by tepid trading in equity markets across the U.S. and other major regions,...",https://www.investing.com/news/economy-news/japanese-stocks-rally-yen-falters-as-boj-rate-hike-bets-fade-3646315,Reuters,2024-10-03 23:51:50
178,eur-usd,Dollar hits six-week high before payrolls report,"By Karen Brettell NEW YORK (Reuters) -The dollar rose to a six-week high on Thursday as data showed a still-solid U.S. economy before Friday's closely watched jobs report, while...",https://www.investing.com/news/economy-news/dollar-hits-onemonth-peak-to-yen-as-fed-seen-taking-time-with-rate-cuts-3646304,Reuters,2024-10-03 19:41:11
179,eur-usd,Spain stocks lower at close of trade; IBEX 35 down 0.04%,"Investing.com – Spain stocks were lower after the close on Thursday, as losses in the Building & Construction, Telecoms & IT and Consumer Services sectors led shares lower. At the...",https://www.investing.com/news/stock-market-news/spain-stocks-lower-at-close-of-trade-ibex-35-down-004-3647791,Investing.com,2024-10-03 16:08:28
180,eur-usd,Portugal stocks lower at close of trade; PSI down 0.73%,"Investing.com – Portugal stocks were lower after the close on Thursday, as losses in the Utilities, Technology and Telecoms sectors led shares lower. At the close in Lisbon, the...",https://www.investing.com/news/stock-market-news/portugal-stocks-lower-at-close-of-trade-psi-down-073-3647787,Investing.com,2024-10-03 16:08:03
181,eur-usd,Netherlands stocks lower at close of trade; AEX down 0.71%,"Investing.com – Netherlands stocks were lower after the close on Thursday, as losses in the Telecoms, Real Estate and Consumer Services sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/netherlands-stocks-lower-at-close-of-trade-aex-down-071-3647785,Investing.com,2024-10-03 16:07:35
182,eur-usd,Italy stocks lower at close of trade; Investing.com Italy 40 down 1.55%,"Investing.com – Italy stocks were lower after the close on Thursday, as losses in the Chemicals, Technology and Utilities sectors led shares lower. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-lower-at-close-of-trade-investingcom-italy-40-down-155-3647784,Investing.com,2024-10-03 16:07:10
183,eur-usd,Germany stocks lower at close of trade; DAX down 0.90%,"Investing.com – Germany stocks were lower after the close on Thursday, as losses in the Technology, Construction and Software sectors led shares lower. At the close in Frankfurt,...",https://www.investing.com/news/stock-market-news/germany-stocks-lower-at-close-of-trade-dax-down-090-3647782,Investing.com,2024-10-03 16:06:15
184,eur-usd,France stocks mixed at close of trade; CAC 40 down 1.32%,"Investing.com – France stocks were mixed after the close on Thursday, as gains in the Oil & Gas, Consumer Goods and Technology sectors led shares higher while losses in the...",https://www.investing.com/news/stock-market-news/france-stocks-mixed-at-close-of-trade-cac-40-down-132-3647773,Investing.com,2024-10-03 16:05:32
185,eur-usd,Finland stocks lower at close of trade; OMX Helsinki 25 down 0.84%,"Investing.com – Finland stocks were lower after the close on Thursday, as losses in the Industrials, Financials and Healthcare sectors led shares lower. At the close in Helsinki,...",https://www.investing.com/news/stock-market-news/finland-stocks-lower-at-close-of-trade-omx-helsinki-25-down-084-3647757,Investing.com,2024-10-03 16:00:05
186,eur-usd,"Morning Bid: Dollar surges as European, Japan hawks coo","A look at the day ahead in U.S. and global markets from Mike Dolan The U.S. dollar is on course for its best week in six months, surging anew on Thursday against the yen,...",https://www.investing.com/news/commodities-news/morning-bid-dollar-surges-as-european-japan-hawks-coo-3646672,Reuters,2024-10-03 10:07:34
187,eur-usd,Dollar strengthens ahead of key payrolls release; Middle East turmoil helps,"Investing.com - The U.S. dollar rose Thursday, benefiting from robust employment data as well as the uncertainty caused by the Middle East turmoil.  At 04:30 ET (08:30 GMT), the...",https://www.investing.com/news/forex-news/dollar-strengthens-ahead-of-key-payrolls-release-middle-east-turmoil-helps-3646515,Investing.com,2024-10-03 08:33:46
188,eur-usd,"Stock indexes steady, oil rises as wary investors eye Middle East hostilities",By Sinéad Carew and Lawrence White NEW YORK/ LONDON (Reuters) -MSCI's global equities index was down slightly on Wednesday while the dollar rose and oil prices pared earlier...,https://www.investing.com/news/economy-news/asia-stocks-slide-oil-extends-gains-on-middle-east-risks-3644184,Reuters,2024-10-02 20:50:54
189,eur-usd,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.09%,"Investing.com – U.S. stocks were higher after the close on Wednesday, as gains in the Oil & Gas, Technology and Telecoms sectors led shares higher. At the close in NYSE, the Dow...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-009-3646011,Investing.com,2024-10-02 20:35:59
190,eur-usd,Dollar gains as ADP shows better-than-expected jobs gains,By Karen Brettell NEW YORK (Reuters) -The dollar hit a three-week high against the euro on Wednesday after the ADP national employment report showed U.S. private payrolls...,https://www.investing.com/news/economy-news/dollar-firm-as-war-widens-in-middle-east-3644179,Reuters,2024-10-02 19:36:12
191,eur-usd,Spain stocks lower at close of trade; IBEX 35 down 0.62%,"Investing.com – Spain stocks were lower after the close on Wednesday, as losses in the Chemical, Petroleum & Plastic, Consumer Services and Consumer Goods sectors led shares...",https://www.investing.com/news/stock-market-news/spain-stocks-lower-at-close-of-trade-ibex-35-down-062-3645599,Investing.com,2024-10-02 16:08:23
192,eur-usd,Netherlands stocks higher at close of trade; AEX up 0.74%,"Investing.com – Netherlands stocks were higher after the close on Wednesday, as gains in the Oil & Gas, Real Estate and Consumer Goods sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/netherlands-stocks-higher-at-close-of-trade-aex-up-074-3645596,Investing.com,2024-10-02 16:07:31
193,eur-usd,Germany stocks lower at close of trade; DAX down 0.33%,"Investing.com – Germany stocks were lower after the close on Wednesday, as losses in the Construction, Transportation & Logistics and Insurance sectors led shares lower. At the...",https://www.investing.com/news/stock-market-news/germany-stocks-lower-at-close-of-trade-dax-down-033-3645592,Investing.com,2024-10-02 16:06:15
194,eur-usd,France stocks mixed at close of trade; CAC 40 up 0.05%,"Investing.com – France stocks were mixed after the close on Wednesday, as gains in the Oil & Gas, Utilities and Healthcare sectors led shares higher while losses in the Consumer...",https://www.investing.com/news/stock-market-news/france-stocks-mixed-at-close-of-trade-cac-40-up-005-3645591,Investing.com,2024-10-02 16:05:31
195,eur-usd,Finland stocks higher at close of trade; OMX Helsinki 25 up 0.10%,"Investing.com – Finland stocks were higher after the close on Wednesday, as gains in the Oil & Gas, Consumer Services and Financials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/finland-stocks-higher-at-close-of-trade-omx-helsinki-25-up-010-3645582,Investing.com,2024-10-02 16:00:06
196,eur-usd,Poland stocks lower at close of trade; WIG30 down 0.07%,"Investing.com – Poland stocks were lower after the close on Wednesday, as losses in the Information Technology, Energy and Construction sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/poland-stocks-lower-at-close-of-trade-wig30-down-007-3645559,Investing.com,2024-10-02 15:40:03
197,eur-usd,Dollar to stay unfazed despite growing uncertainties: Reuters poll,"By Sarupya Ganguly BENGALURU (Reuters) - The U.S. dollar will hold steady in coming months despite an expected series of Federal Reserve interest rate cuts, according to median...",https://www.investing.com/news/economy-news/dollar-to-stay-unfazed-despite-growing-uncertainties-reuters-poll-3645059,Reuters,2024-10-02 12:46:03
198,eur-usd,"Morning Bid: MidEast tension, port strike see edgy Q4 start","A look at the day ahead in U.S. and global markets from Mike Dolan With Middle East tensions dialing back up, U.S. port workers on strike and global industry under the cosh, the...",https://www.investing.com/news/commodities-news/morning-bid-mideast-tension-port-strike-see-edgy-q4-start-3644485,Reuters,2024-10-02 10:06:32
199,eur-usd,Dollar benefits from safe-haven status  amid Middle East turmoil,"Investing.com - The U.S. dollar rose Wednesday, with the safe haven adding to the previous session’s sharp gains as an Iranian missile attack on Israel escalated tensions in the...",https://www.investing.com/news/forex-news/dollar-benefits-from-safehaven-status--amid-middle-east-turmoil-3644337,Investing.com,2024-10-02 07:49:50
200,eur-usd,ECB's de Guindos sticks with hope for growth rebound,"FRANKFURT (Reuters) - Euro zone growth could be weaker in the near term than the European Central Bank now expects but the recovery should still pick up pace later on, ECB Vice...",https://www.investing.com/news/economy-news/ecbs-de-guindos-sticks-with-hope-for-growth-rebound-3644325,Reuters,2024-10-02 07:30:58
201,eur-usd,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.41%,"Investing.com – U.S. stocks were lower after the close on Tuesday, as losses in the Technology, Financials and Healthcare sectors led shares lower. At the close in NYSE, the Dow...",https://www.investing.com/news/stock-market-news/us-stocks-lower-at-close-of-trade-dow-jones-industrial-average-down-041-3643874,Investing.com,2024-10-01 20:33:40
202,eur-usd,Safe havens gain as Iran fires missiles at Israel,"By Karen Brettell (Reuters) - Safe haven currencies strengthened on Tuesday as Iran launched missiles towards Israel, while the dollar also firmed on data showing a resilient U.S....",https://www.investing.com/news/economy-news/dollar-firm-after-powell-pushes-back-on-aggressive-easing-bets-3641800,Reuters,2024-10-01 19:45:47
203,eur-usd,Spain stocks lower at close of trade; IBEX 35 down 1.72%,"Investing.com – Spain stocks were lower after the close on Tuesday, as losses in the Financial Services & Real Estate, Consumer Services and Consumer Goods sectors led shares...",https://www.investing.com/news/stock-market-news/spain-stocks-lower-at-close-of-trade-ibex-35-down-172-3643399,Investing.com,2024-10-01 16:13:12
204,eur-usd,Italy stocks lower at close of trade; Investing.com Italy 40 down 1.12%,"Investing.com – Italy stocks were lower after the close on Tuesday, as losses in the Financials, Technology and Chemicals sectors led shares lower. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-lower-at-close-of-trade-investingcom-italy-40-down-112-3643389,Investing.com,2024-10-01 16:10:25
205,eur-usd,France stocks lower at close of trade; CAC 40 down 0.81%,"Investing.com – France stocks were lower after the close on Tuesday, as losses in the Technology, Financials and Consumer Goods sectors led shares lower. At the close in Paris,...",https://www.investing.com/news/stock-market-news/france-stocks-lower-at-close-of-trade-cac-40-down-081-3643381,Investing.com,2024-10-01 16:06:43
206,eur-usd,"Euro zone inflation dips below 2%, strengthening rate cut case","By Balazs Koranyi FRANKFURT (Reuters) - Euro zone inflation dipped below 2% for the first time since mid-2021 in September, reinforcing an already solid case for a European...",https://www.investing.com/news/economy-news/euro-zone-inflation-dips-below-2-strengthening-rate-cut-case-3642025,Reuters,2024-10-01 12:01:20
207,eur-usd,"Morning Bid: Stocks kick off Q4 at record, euro inflation undershoots",A look at the day ahead in U.S. and global markets from Mike Dolan Wall Street's S&P500 kicks off the final quarter of a stellar 2024 from yet another record close notched on...,https://www.investing.com/news/commodities-news/morning-bid-stocks-kick-off-q4-at-record-euro-inflation-undershoots-3642142,Reuters,2024-10-01 10:12:23
208,eur-usd,ECB's Rehn sees more reasons for an interest rate cut in October,"HELSINKI (Reuters) - Euro area inflation slowing down means that there are now more reasons to justify an interest rate cut at the ECB's October policy-setting meeting, Finnish...",https://www.investing.com/news/economy-news/ecbs-rehn-sees-euro-area-inflation-stabilising-at-2-during-2025-3641990,Reuters,2024-10-01 09:00:44
209,eur-usd,Dollar gains after Powell's speech; euro slips ahead of CPI release,"Investing.com - The U.S. dollar rose Tuesday as Federal Reserve Chair Jerome Powell played down the likelihood of another outsized interest rate cut, while the euro slipped lower...",https://www.investing.com/news/forex-news/dollar-gains-after-powells-speech-euro-slips-ahead-of-cpi-release-3641989,Investing.com,2024-10-01 08:11:25
210,eur-usd,Deutsche Bank says ECB will cut rates in October after inflation drop,"LONDON (Reuters) - Deutsche Bank on Tuesday said it now expects the European Central Bank to cut interest rates again in October, after steeper-than-expected falls in inflation...",https://www.investing.com/news/economy-news/deutsche-bank-says-ecb-will-cut-rates-in-october-after-inflation-drop-3641979,Reuters,2024-10-01 08:05:47
211,eur-usd,Morning Bid: Milder inflation seen setting up rate cuts,"A look at the day ahead in European and global markets from Tom Westbrook European inflation figures are due on Tuesday and the risk is to the downside, which will reinforce bets...",https://www.investing.com/news/economy-news/morning-bid-milder-inflation-seen-setting-up-rate-cuts-3641862,Reuters,2024-10-01 04:41:26
212,eur-usd,Dollar gains as Fed's Powell adopts hawkish tone on economy,"By Karen Brettell NEW YORK (Reuters) -The dollar rose on Monday after Federal Reserve Chair Jerome Powell adopted a more hawkish tone on the economy, leading traders to pare bets...",https://www.investing.com/news/economy-news/yen-steadies-dollar-slips-as-china-reaches-for-stimulus-3638047,Reuters,2024-09-30 20:21:22
213,eur-usd,Portugal stocks lower at close of trade; PSI down 0.23%,"Investing.com – Portugal stocks were lower after the close on Monday, as losses in the Financials, Technology and Industrials sectors led shares lower. At the close in Lisbon, the...",https://www.investing.com/news/stock-market-news/portugal-stocks-lower-at-close-of-trade-psi-down-023-3641103,Investing.com,2024-09-30 16:11:56
214,eur-usd,Netherlands stocks lower at close of trade; AEX down 0.80%,"Investing.com – Netherlands stocks were lower after the close on Monday, as losses in the Telecoms, Industrials and Software & Computer Services sectors led shares lower. At the...",https://www.investing.com/news/stock-market-news/netherlands-stocks-lower-at-close-of-trade-aex-down-080-3641101,Investing.com,2024-09-30 16:11:11
215,eur-usd,Italy stocks lower at close of trade; Investing.com Italy 40 down 1.69%,"Investing.com – Italy stocks were lower after the close on Monday, as losses in the Technology, Healthcare and Financials sectors led shares lower. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-lower-at-close-of-trade-investingcom-italy-40-down-169-3641099,Investing.com,2024-09-30 16:10:31
216,eur-usd,Germany stocks lower at close of trade; DAX down 0.68%,"Investing.com – Germany stocks were lower after the close on Monday, as losses in the Technology, Construction and Utilities sectors led shares lower. At the close in Frankfurt,...",https://www.investing.com/news/stock-market-news/germany-stocks-lower-at-close-of-trade-dax-down-068-3641096,Investing.com,2024-09-30 16:08:26
217,eur-usd,Belgium stocks lower at close of trade; BEL 20 down 0.49%,"Investing.com – Belgium stocks were lower after the close on Monday, as losses in the Telecoms, Industrials and Healthcare sectors led shares lower. At the close in Brussels, the...",https://www.investing.com/news/stock-market-news/belgium-stocks-lower-at-close-of-trade-bel-20-down-049-3641090,Investing.com,2024-09-30 16:05:04
218,eur-usd,Finland stocks lower at close of trade; OMX Helsinki 25 down 0.21%,"Investing.com – Finland stocks were lower after the close on Monday, as losses in the Financials, Telecoms and Industrials sectors led shares lower. At the close in Helsinki, the...",https://www.investing.com/news/stock-market-news/finland-stocks-lower-at-close-of-trade-omx-helsinki-25-down-021-3641082,Investing.com,2024-09-30 16:00:04
219,eur-usd,Poland stocks lower at close of trade; WIG30 down 2.35%,"Investing.com – Poland stocks were lower after the close on Monday, as losses in the Banking, Basic Materials and Energy sectors led shares lower. At the close in Warsaw, the...",https://www.investing.com/news/stock-market-news/poland-stocks-lower-at-close-of-trade-wig30-down-235-3641052,Investing.com,2024-09-30 15:35:03
220,eur-usd,ECB's Lagarde drops rate-cut hint as inflation falls,By Balazs Koranyi and Francesco Canepa FRANKFURT (Reuters) -The European Central Bank is increasingly confident that inflation will fall to its 2% target and this will be...,https://www.investing.com/news/economy-news/ecbs-oct-decision-will-reflect-greater-confidence-on-inflation-says-lagarde-3640596,Reuters,2024-09-30 15:05:58
221,eur-usd,"Dollar stabilizes ahead of Powell speech, payrolls data","Investing.com - The U.S. dollar steadied Monday, as traders awaited a speech by Federal Reserve Chair Jerome Powell later in the session ahead of Friday’s key employment...",https://www.investing.com/news/forex-news/dollar-stabilizes-ahead-of-powell-speech-payrolls-data-3638633,Investing.com,2024-09-30 08:20:29
222,eur-usd,Take Five: Start up the engine for Q4,(Reuters) -Financial markets will enter the fourth quarter fizzing with anticipation of a drop in global interest rates from high levels in the past few years and the only...,https://www.investing.com/news/economy-news/take-five-start-up-the-engine-for-q4-3638243,Reuters,2024-09-30 06:25:43
223,eur-usd,"Yields, dollar dip, Dow hits record after US inflation data",By Caroline Valetkevitch NEW YORK (Reuters) -Treasury yields and the dollar fell while the Dow registered a record closing high on Friday as a subdued U.S. inflation report lifted...,https://www.investing.com/news/economy-news/china-stocks-set-for-best-week-since-2008-japan-leadership-contest-in-focus-3635304,Reuters,2024-09-27 21:21:24
224,eur-usd,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.33%,"Investing.com – U.S. stocks were mixed after the close on Friday, as gains in the Oil & Gas, Utilities and Consumer Goods sectors led shares higher while losses in the Technology,...",https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-up-033-3637240,Investing.com,2024-09-27 20:35:06
225,eur-usd,"Dollar weakens after inflation data, Yen surges on Ishiba win","By Chuck Mikolajczak NEW YORK (Reuters) -The dollar fell on Friday after a reading of U.S. inflation signaled price pressures continue to ebb, while the yen strengthened against...",https://www.investing.com/news/economy-news/dollar-drifts-risksensitive-currencies-lifted-by-china-optimism-3635302,Reuters,2024-09-27 19:21:03
226,eur-usd,Spain stocks higher at close of trade; IBEX 35 up 0.12%,"Investing.com – Spain stocks were higher after the close on Friday, as gains in the Consumer Services, Telecoms & IT and Chemical, Petroleum & Plastic sectors led shares...",https://www.investing.com/news/stock-market-news/spain-stocks-higher-at-close-of-trade-ibex-35-up-012-3636953,Investing.com,2024-09-27 16:12:30
227,eur-usd,Portugal stocks higher at close of trade; PSI up 0.54%,"Investing.com – Portugal stocks were higher after the close on Friday, as gains in the Financials, Technology and Consumer Goods sectors led shares higher. At the close in Lisbon,...",https://www.investing.com/news/stock-market-news/portugal-stocks-higher-at-close-of-trade-psi-up-054-3636950,Investing.com,2024-09-27 16:11:51
228,eur-usd,Netherlands stocks higher at close of trade; AEX up 0.63%,"Investing.com – Netherlands stocks were higher after the close on Friday, as gains in the Technology, Industrials and Basic Materials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/netherlands-stocks-higher-at-close-of-trade-aex-up-063-3636949,Investing.com,2024-09-27 16:11:06
229,eur-usd,Germany stocks higher at close of trade; DAX up 1.26%,"Investing.com – Germany stocks were higher after the close on Friday, as gains in the Technology, Chemicals and Pharmaceuticals & Healthcare sectors led shares higher. At the...",https://www.investing.com/news/stock-market-news/germany-stocks-higher-at-close-of-trade-dax-up-126-3636946,Investing.com,2024-09-27 16:08:16
230,eur-usd,France stocks higher at close of trade; CAC 40 up 0.64%,"Investing.com – France stocks were higher after the close on Friday, as gains in the Consumer Goods, Technology and Consumer Services sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/france-stocks-higher-at-close-of-trade-cac-40-up-064-3636942,Investing.com,2024-09-27 16:06:20
231,eur-usd,Belgium stocks higher at close of trade; BEL 20 up 0.91%,"Investing.com – Belgium stocks were higher after the close on Friday, as gains in the Basic Materials, Consumer Services and Industrials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/belgium-stocks-higher-at-close-of-trade-bel-20-up-091-3636937,Investing.com,2024-09-27 16:05:04
232,eur-usd,Finland stocks higher at close of trade; OMX Helsinki 25 up 0.25%,"Investing.com – Finland stocks were higher after the close on Friday, as gains in the Oil & Gas, Consumer Services and Financials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/finland-stocks-higher-at-close-of-trade-omx-helsinki-25-up-025-3636912,Investing.com,2024-09-27 16:00:05
233,eur-usd,Sell an October election year seasonal bounce in US dollar: BofA,"Investing.com -- Bank of America said in a note Friday that investors should consider selling the US dollar during a potential bounce this October, driven by historical seasonal...",https://www.investing.com/news/forex-news/sell-an-october-election-year-seasonal-bounce-in-us-dollar-bofa-3636868,Investing.com,2024-09-27 15:08:36
234,eur-usd,"Bets of ECB rate cut in October rise after soft inflation data in France, Spain",Investing.com -- Traders have raised their bets that the European Central Bank will roll out another interest rate reduction next month following slower-than-expected inflation...,https://www.investing.com/news/economy-news/bets-of-ecb-rate-cut-in-october-rise-after-soft-inflation-data-in-france-spain-3635891,Investing.com,2024-09-27 11:25:37
235,eur-usd,Poor euro zone data flow keeps adding to case for ECB rate cut,By Balazs Koranyi FRANKFURT (Reuters) - Inflation has eased more than expected in two of the euro zone's biggest economies and the German jobs market has continued to cool this...,https://www.investing.com/news/economy-news/poor-euro-zone-data-flow-keeps-adding-to-case-for-ecb-rate-cut-3635558,Reuters,2024-09-27 09:50:54
236,eur-usd,Stock indexes hit record highs as Micron rallies; oil prices fall,"By Caroline Valetkevitch NEW YORK (Reuters) - Global stock indexes reached record highs on Thursday after chipmaker Micron Technology (NASDAQ:MU)'s upbeat forecast, while oil...",https://www.investing.com/news/economy-news/asian-stocks-defy-wall-st-selloff-charged-by-dogged-china-optimism-3633176,Reuters,2024-09-26 21:35:46
237,eur-usd,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.62%,"Investing.com – U.S. stocks were higher after the close on Thursday, as gains in the Basic Materials, Industrials and Technology sectors led shares higher. At the close in NYSE,...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-062-3635058,Investing.com,2024-09-26 20:37:28
238,eur-usd,Dollar drops as data boost fades; Swiss franc gains following rate cut,"By Chuck Mikolajczak NEW YORK (Reuters) -The dollar weakened in choppy trading on Thursday after a boost from healthy U.S. economic data faded, while the Swiss franc rose after...",https://www.investing.com/news/economy-news/dollar-firm-following-sharp-rebound-as-fed-speakers-eyed-3633170,Reuters,2024-09-26 19:31:45
239,eur-usd,Portugal stocks lower at close of trade; PSI down 0.33%,"Investing.com – Portugal stocks were lower after the close on Thursday, as losses in the Technology, Basic Materials and Telecoms sectors led shares lower. At the close in Lisbon,...",https://www.investing.com/news/stock-market-news/portugal-stocks-lower-at-close-of-trade-psi-down-033-3634639,Investing.com,2024-09-26 16:12:41
240,eur-usd,Netherlands stocks higher at close of trade; AEX up 0.62%,"Investing.com – Netherlands stocks were higher after the close on Thursday, as gains in the Healthcare, Technology and Consumer Services sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/netherlands-stocks-higher-at-close-of-trade-aex-up-062-3634634,Investing.com,2024-09-26 16:11:47
