,pair,title,description,link,provider,time_published
357,usd-jpy,"Japan manufacturing PMI lags in August, services strong","Investing.com-- Japanese manufacturing activity shrank in early August as the country’s biggest automakers struggled with disruptions in output, while services activity grew...",https://www.investing.com/news/economic-indicators/japan-manufacturing-pmi-lags-in-august-services-strong-3582375,Investing.com,2024-08-22 00:43:25
358,usd-jpy,Wall Street muted as investors look to Fed to confirm rate cuts,"By Lawrence Delevingne and Huw Jones (Reuters) -Global shares idled on Wednesday after a lengthy rebound propelled them towards recent record highs, and as investors awaited...",https://www.investing.com/news/economy-news/stocks-lose-steam-as-investors-zoom-in-on-us-jobs-fed-3580449,Reuters,2024-08-21 23:26:27
359,usd-jpy,"Morning Bid: Bank of Korea eyed, US yields slide","By Jamie McGeever (Reuters) - A look at the day ahead in Asian markets. The Bank of Korea's interest rate decision and guidance take center stage in Asia on Thursday, as investors...",https://www.investing.com/news/economy-news/bank-of-korea-eyed-us-yields-slide-3582192,Reuters,2024-08-21 21:56:26
360,usd-jpy,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.14%,"Investing.com – U.S. stocks were higher after the close on Wednesday, as gains in the Basic Materials, Consumer Services and Industrials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-014-3582067,Investing.com,2024-08-21 20:35:06
361,usd-jpy,"Dollar drops as jobs revised lower, some Fed officials wanted July cut","By Karen Brettell (Reuters) -The dollar fell to a more than one-year low against the euro and sterling on Wednesday after data showed employers added 818,000 fewer jobs in the...",https://www.investing.com/news/economy-news/dollar-hits-lowest-this-year-vs-euro-as-traders-brace-for-jobs-data-jackson-hole-3580432,Reuters,2024-08-21 20:06:09
362,usd-jpy,"Japanese rates could trail yen, stock market ahead of Ueda's testimony","Investing.com - Bank of Japan Governor Kazuo Ueda is set to speak in front of parliament on Friday, and faces a delicate task of informing policymakers of likely future monetary...",https://www.investing.com/news/forex-news/japanese-rates-could-trail-yen-stock-market-ahead-of-uedas-testimony-3581019,Investing.com,2024-08-21 11:32:58
363,usd-jpy,"Further dollar weakness not a given, EURUSD overshooting fundamentals: UBS","Investing.com -- The US dollar has weakened this week as equity markets rebounded from early-August declines, while expectations for a more dovish Federal Reserve have...",https://www.investing.com/news/forex-news/further-dollar-weakness-not-a-given-eurusd-overshooting-fundamentals-ubs-3580983,Investing.com,2024-08-21 11:17:07
364,usd-jpy,"Dollar inches higher, but remains close to seven-month lows","Investing.com - The U.S. dollar edged higher in early European trade Wednesday, but remains close to seven-month lows as minutes from the last Federal Reserve meeting and likely...",https://www.investing.com/news/forex-news/dollar-inches-higher-but-remains-close-to-sevenmonth-lows-3580650,Investing.com,2024-08-21 09:24:43
365,usd-jpy,Japan stocks lower at close of trade; Nikkei 225 down 0.35%,"Investing.com – Japan stocks were lower after the close on Wednesday, as losses in the Precision Instruments, Mining and Machinery sectors led shares lower. At the close in Tokyo,...",https://www.investing.com/news/stock-market-news/japan-stocks-lower-at-close-of-trade-nikkei-225-down-035-3580518,Investing.com,2024-08-21 06:30:32
366,usd-jpy,Morning Bid: Jobs in focus after the rebound,"A look at the day ahead in European and global markets from Tom Westbrook Markets' sparkling recovery from early August's sell-off has hit an air pocket, with Asian shares down on...",https://www.investing.com/news/economy-news/morning-bid-jobs-in-focus-after-the-rebound-3580461,Reuters,2024-08-21 04:37:41
367,usd-jpy,"BOJ to raise rates again by end-year, say 57% of economists - Reuters poll","By Satoshi Sugiyama TOKYO (Reuters) - The Bank of Japan will raise interest rates again by year-end, according to more than half the economists in a Reuters poll published on...",https://www.investing.com/news/economy-news/boj-to-raise-rates-again-by-endyear-say-57-of-economists--reuters-poll-3580457,Reuters,2024-08-21 04:20:35
368,usd-jpy,"Asia FX steady as yen rally cools, dollar at 7-mth low amid rate cut bets","Investing.com-- Most Asian currencies steadied on Wednesday with the Japanese yen weakening slightly after a strong rally earlier this week, while persistent bets on U.S. interest...",https://www.investing.com/news/forex-news/asia-fx-steady-as-yen-rally-cools-dollar-at-7mth-low-amid-rate-cut-bets-3580456,Investing.com,2024-08-21 03:45:36
369,usd-jpy,"Japan's July export growth lags expectations, volumes fall again","By Makiko Yamazaki TOKYO (Reuters) -Japan's exports rose at a slightly slower pace than expected in July and shipment volumes extended their declines, data showed on Wednesday,...",https://www.investing.com/news/economy-news/japans-july-exports-growth-lags-expectations-volumes-fall-again-3580417,Reuters,2024-08-21 03:35:40
370,usd-jpy,Asian stocks fall as yen strength weighs; Hong Kong hit by JD.com losses,"Investing.com-- Asian stocks retreated on Wednesday as strength in the yen spurred a further unwinding in the carry trade, while losses in e-commerce major JD.com dragged down Hong...",https://www.investing.com/news/stock-market-news/asian-stocks-fall-as-yen-strength-weighs-hong-kong-hit-by-jdcom-losses-3580451,Investing.com,2024-08-21 02:45:59
371,usd-jpy,What is the impact of the yen carry trade on earnings? Jefferies weighs in,"Investing.com-- The Japanese yen firmed sharply over the past month as the Bank of Japan began raising interest rates, sparking a rapid unwinding in the yen carry trade that had...",https://www.investing.com/news/forex-news/what-is-the-impact-of-the-yen-carry-trade-on-earnings-jefferies-weighs-in-3580447,Investing.com,2024-08-21 02:10:11
372,usd-jpy,Japan trade balance shrinks more than expected in July on sluggish exports,"Investing.com-- Japan’s trade balance shrank more than expected in July as persistent disruptions in manufacturing output spurred slower-than-expected growth in exports, while...",https://www.investing.com/news/economic-indicators/japan-trade-balance-shrinks-more-than-expected-in-july-on-sluggish-exports-3580402,Investing.com,2024-08-20 23:58:17
373,usd-jpy,"Shares flirt with highs on rate cut bets, US dollar drops","By Koh Gui Qing and Samuel Indyk NEW YORK/LONDON (Reuters) -Global stocks hovered near their highest in a month on Tuesday, while the dollar hit an eight-month low, as investors...",https://www.investing.com/news/economy-news/asia-shares-hit-onemonth-high-as-investors-bet-on-a-dovish-fed-3578459,Reuters,2024-08-20 22:45:44
374,usd-jpy,"Dollar hits 7-month low before Powell, Swedish crown volatile after rate cut","(Reuters) - The dollar hit a fresh seven-month low on Tuesday with traders bracing for comments from Federal Reserve Chair Jerome Powell due on Friday, which could provide clues...",https://www.investing.com/news/economy-news/dollar-at-sevenmonth-low-on-rate-cut-bets-powell-speech-in-focus-3578446,Reuters,2024-08-20 22:25:59
375,usd-jpy,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.15%,"Investing.com – U.S. stocks were lower after the close on Tuesday, as losses in the Oil & Gas, Basic Materials and Financials sectors led shares lower. At the close in NYSE, the...",https://www.investing.com/news/stock-market-news/us-stocks-lower-at-close-of-trade-dow-jones-industrial-average-down-015-3580098,Investing.com,2024-08-20 20:35:07
376,usd-jpy,Dollar pressured lower amid hedge fund selling,"Investing.com - The U.S. dollar has seen selling across the board, according to analysts at Bank of America, and further losses remain a possibility. “Our proprietary flows show...",https://www.investing.com/news/forex-news/dollar-pressured-lower-amid-hedge-fund-selling-3579311,Investing.com,2024-08-20 13:01:13
377,usd-jpy,Dollar slips lower on rate cut expectations; euro nears  this year's high,"Investing.com - The U.S. dollar slipped lower Tuesday, falling close to seven-month lows amid growing conviction that the Federal Reserve will cut interest rates in September.  At...",https://www.investing.com/news/forex-news/dollar-slips-lower-on-rate-cut-expectations-euro-nears--this-years-high-3578709,Investing.com,2024-08-20 09:09:20
378,usd-jpy,Japan stocks higher at close of trade; Nikkei 225 up 1.98%,"Investing.com – Japan stocks were higher after the close on Tuesday, as gains in the Paper & Pulp, Chemical, Petroleum & Plastic and Shipbuilding sectors led shares higher. At the...",https://www.investing.com/news/stock-market-news/japan-stocks-higher-at-close-of-trade-nikkei-225-up-198-3578600,Investing.com,2024-08-20 06:30:31
379,usd-jpy,"Asia FX muted, dollar at 7-mth low with rate cuts in focus","Investing.com-- Most Asian currencies drifted higher on Tuesday, while the dollar steadied at a more-than seven-month low amid growing conviction that the Federal Reserve will cut...",https://www.investing.com/news/forex-news/asia-fx-muted-dollar-at-7mth-low-with-rate-cuts-in-focus-3578527,Investing.com,2024-08-20 04:36:01
380,usd-jpy,Morning Bid: Anticipation builds for Powell blessing on rates,"A look at the day ahead in European and global markets from Rae Wee There's a lot hinging on Federal Reserve Chair Jerome Powell's speech at the end of this week but, until then,...",https://www.investing.com/news/economy-news/morning-bid-anticipation-builds-for-powell-blessing-on-rates-3578526,Reuters,2024-08-20 04:35:39
381,usd-jpy,"Morning Bid: Markets buoyant, but China rate call","By Jamie McGeever (Reuters) - A look at the day ahead in Asian markets. All signs point to another solid day of gains across Asian markets on Tuesday, with investors' appetite for...",https://www.investing.com/news/economy-news/morning-bid-markets-buoyant-but-china-rate-call-3578304,Reuters,2024-08-19 21:56:21
382,usd-jpy,"Wall Street sends stocks up, dollar down ahead of Fed news","By Lawrence Delevingne and Nell Mackenzie (Reuters) -Global stocks pushed higher and the dollar tipped lower on Monday, after shares surged last week on expectations the U.S....",https://www.investing.com/news/economy-news/asia-shares-gold-underpinned-by-rate-cut-hopes-3576600,Reuters,2024-08-19 20:46:39
383,usd-jpy,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.58%,"Investing.com – U.S. stocks were higher after the close on Monday, as gains in the Technology, Consumer Goods and Consumer Services sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-058-3578091,Investing.com,2024-08-19 20:35:54
384,usd-jpy,"Dollar hits 7-month low, yen gains as traders wait on Jackson Hole",By Karen Brettell NEW YORK (Reuters) -The dollar fell to a seven-month low and the Japanese yen hit a more than one-week high as traders awaited comments from Federal Reserve...,https://www.investing.com/news/economy-news/dollar-in-holding-pattern-ahead-of-fomc-minutes-powell-comments-3576607,Reuters,2024-08-19 19:37:43
385,usd-jpy,Funds go long yen for first time in four year: McGeever,"By Jamie McGeever ORLANDO, Florida (Reuters) -By one measure, the speculative Japanese yen-funded carry trade has been completely unwound. The latest Commodity Futures Trading...",https://www.investing.com/news/economy-news/columnfunds-go-long-yen-for-first-time-in-four-year-mcgeever-3576606,Reuters,2024-08-19 11:30:54
386,usd-jpy,Morning Bid: Greenback in the red as Jackson Hole looms,"A look at the day ahead in U.S. and global markets from Samuel Indyk The volatility that rocked markets in early August appears to be back under control, and with the Kansas City...",https://www.investing.com/news/economy-news/morning-bid-greenback-in-the-red-as-jackson-hole-looms-3576853,Reuters,2024-08-19 10:20:45
387,usd-jpy,Bearish dollar momentum building; sterling hits one-month high,Investing.com - The U.S. dollar fell Monday ahead of the release of minutes from the Federal Reserve's July policy meeting and Chair Jerome Powell's upcoming speech at Jackson Hole...,https://www.investing.com/news/forex-news/bearish-dollar-momentum-building-sterling-hits-onemonth-high-3576754,Investing.com,2024-08-19 09:42:57
388,usd-jpy,BofA global fund manager survey: Investors nervous but not panicking,"Investors are nervous but are still not panicking, Bank of America highlighted as a key takeaway from its latest fund manager survey. Among other things, the findings show an...",https://www.investing.com/news/stock-market-news/bofa-global-fund-manager-survey-investors-nervous-but-not-panicking-3576694,Investing.com,2024-08-19 08:48:22
389,usd-jpy,Japan stocks lower at close of trade; Nikkei 225 down 2.01%,"Investing.com – Japan stocks were lower after the close on Monday, as losses in the Transportation Equipment, Warehousing and Fishery sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/japan-stocks-lower-at-close-of-trade-nikkei-225-down-201-3576661,Investing.com,2024-08-19 06:35:03
390,usd-jpy,"Asian shares pause, gold buoyed amid rising rate cut speculations","Investing.com - Asian stocks took a pause on Monday after global equities experienced their best week in nine months, driven by optimism that the US economy will avoid a recession...",https://www.investing.com/news/stock-market-news/asian-shares-pause-gold-buoyed-amid-rising-rate-cut-speculations-3576616,Investing.com,2024-08-19 02:56:04
391,usd-jpy,Morning Bid: US soft landing hopes lift EM assets,"By Jamie McGeever (Reuters) - A look at the day ahead in Asian markets.  The trading week gets underway in Asia on Monday, with investors in pretty good spirits following last...",https://www.investing.com/news/economy-news/morning-bid-us-soft-landing-hopes-lift-em-assets-3576591,Reuters,2024-08-18 21:55:38
392,usd-jpy,World stocks extend week-long rebound after slew of US data,"By Lawrence Delevingne and Naomi Rovnick (Reuters) -Global shares pushed higher on Friday, adding to weekly gains, after encouraging U.S. economic data helped soothe fears of a...",https://www.investing.com/news/economy-news/japanese-stocks-head-for-best-week-in-4-years-as-receding-growth-fears-lift-markets-3574826,Reuters,2024-08-16 20:35:45
393,usd-jpy,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.24%,"Investing.com – U.S. stocks were higher after the close on Friday, as gains in the Telecoms, Financials and Consumer Goods sectors led shares higher. At the close in NYSE, the Dow...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-024-3576222,Investing.com,2024-08-16 20:35:07
394,usd-jpy,"Dollar softens, yen set for weekly fall as US recession worries fade","By Laura Matthews NEW YORK (Reuters) -The dollar fell against the yen on Friday, and was softer against other peers as traders took profits and investors sifted through economic...",https://www.investing.com/news/forex-news/dollar-firm-after-us-data-quells-recession-fears-3574812,Reuters,2024-08-16 18:32:49
395,usd-jpy,Next Bank of Japan intervention may be to sell yen :Mike Dolan,"By Mike Dolan LONDON (Reuters) -If Japan's government is thinking ahead, it may be planning to rein in its errant yen rather than propping it up. A two year cat-and-mouse game...",https://www.investing.com/news/economy-news/columnnext-bank-of-japan-intervention-may-be-to-sell-yen-mike-dolan-3574890,Reuters,2024-08-16 10:01:00
396,usd-jpy,Dollar hands back some gains; Jackson Hole looms large,"Investing.com - The U.S. dollar edged lower Friday, handing back some of the previous session’s hefty gains after the release of solid retail sales downplayed concerns about an...",https://www.investing.com/news/forex-news/dollar-hands-back-some-gains-jackson-hole-looms-large-3574996,Investing.com,2024-08-16 09:19:09
397,usd-jpy,Asia FX firms as rate cut bets pressure dollar; Japanese yen lags,"Investing.com-- Most Asian currencies firmed on Friday as persistent bets on U.S. interest rate cuts put the dollar on course for a fourth straight week in red, while the Japanese...",https://www.investing.com/news/forex-news/asia-fx-firms-as-rate-cut-bets-pressure-dollar-japanese-yen-lags-3574852,Investing.com,2024-08-16 04:49:28
398,usd-jpy,Morning Bid: Growth fears fade as quickly as they come,A look at the day ahead in European and global markets from Rae Wee Last week's market turmoil has quickly faded into a distant memory - at least for now - after a raft of U.S....,https://www.investing.com/news/economy-news/morning-bid-growth-fears-fade-as-quickly-as-they-come-3574851,Reuters,2024-08-16 04:35:48
399,usd-jpy,"Japan July inflation likely picked up, boosting case for more BOJ rate hikes: Reuters poll","TOKYO (Reuters) - Japan's consumer inflation rate likely picked up in July for a third consecutive month, a Reuters poll of 18 economists showed, keeping the central bank on...",https://www.investing.com/news/economy-news/japan-july-inflation-likely-picked-up-boosting-case-for-more-boj-rate-hikes-reuters-poll-3574842,Reuters,2024-08-16 03:45:35
400,usd-jpy,"Analysis-Political uncertainty may prod BOJ to pause, but not end, rate hike path","By Leika Kihara TOKYO (Reuters) - The political uncertainty left by Prime Minister Fumio Kishida's decision to step down will likely lead to a pause, rather than a full stop, to...",https://www.investing.com/news/economy-news/analysispolitical-uncertainty-may-prod-boj-to-pause-but-not-end-rate-hike-path-3574756,Reuters,2024-08-16 00:21:05
401,usd-jpy,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.39%,"Investing.com – U.S. stocks were higher after the close on Thursday, as gains in the Consumer Services, Technology and Consumer Goods sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-139-3574500,Investing.com,2024-08-15 20:35:07
402,usd-jpy,"Dollar holds gains on reassuring data, euro slips","By Laura Matthews NEW YORK (Reuters) - The dollar held gains against the euro on Thursday, pulling the European common currency back from a seven-month peak, after U.S. economic...",https://www.investing.com/news/economy-news/dollar-soft-as-ebbing-us-inflation-sets-the-stage-for-rate-cuts-3572816,Reuters,2024-08-15 18:47:34
403,usd-jpy,"JPMorgn adjusts its dollar forecasts, particularly through USD/JPY","Investing.com - The foreign exchange markets have seen a great deal of volatility over the last few weeks, and this has resulted in JPMorgan adjusting its dollar forecasts. The...",https://www.investing.com/news/forex-news/jpmorgn-adjusts-its-dollar-forecasts-particularly-through-usdjpy-3573979,Investing.com,2024-08-15 14:39:30
404,usd-jpy,Dollar edges higher ahead of retail sales; sterling gains on GDP growth,"Investing.com - The U.S. dollar edged higher Thursday, but remained close to seven-month lows after the release of benign inflation data, while sterling rose after solid growth...",https://www.investing.com/news/forex-news/dollar-edges-higher-ahead-of-retail-sales-sterling-gains-on-gdp-growth-3573107,Investing.com,2024-08-15 09:43:51
405,usd-jpy,"Asia FX muted, dollar near 7-mth low after soft CPI data",Investing.com-- Most Asian currencies kept to a tight range on Thursday after clocking strong overnight gains as U.S. consumer inflation data read softer than expected and put the...,https://www.investing.com/news/forex-news/asia-fx-muted-dollar-near-7mth-low-after-soft-cpi-data-3572892,Investing.com,2024-08-15 04:56:00
406,usd-jpy,"Japan firms see Harris presidency as better for business than Trump, Reuters survey shows",By Kiyoshi Takenaka TOKYO (Reuters) - More Japanese companies believe a Kamala Harris presidency in the U.S. would be better for their businesses than a second Donald Trump...,https://www.investing.com/news/economy-news/japan-firms-see-harris-presidency-as-better-for-business-than-trump-reuters-survey-shows-3572699,Reuters,2024-08-15 02:36:27
407,usd-jpy,Stocks hold firm as US inflation data keeps rate cut hopes alive,By Koh Gui Qing and Elizabeth Howcroft NEW YORK/PARIS (Reuters) - Global stocks held steady and government bond yields retreated a touch on Wednesday after data showed U.S....,https://www.investing.com/news/economy-news/asian-shares-rise-kiwi-slumps-as-new-zealand-cuts-rates-3570465,Reuters,2024-08-14 20:38:26
408,usd-jpy,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.61%,"Investing.com – U.S. stocks were higher after the close on Wednesday, as gains in the Financials, Oil & Gas and Telecoms sectors led shares higher. At the close in NYSE, the Dow...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-061-3572277,Investing.com,2024-08-14 20:35:06
409,usd-jpy,Dollar softens against euro as inflation data shows cooling,"By Laura Matthews (Reuters) -The dollar softened against its major peers on Wednesday, helping the euro to a near eight-month peak, as the U.S. consumer price index showed...",https://www.investing.com/news/economy-news/dollar-droops-after-benign-inflation-data-kiwi-firm-before-rbnz-decision-3570446,Reuters,2024-08-14 19:37:27
410,usd-jpy,Dollar on back foot ahead of CPI; sterling slips,"Investing.com - The U.S. dollar steadied Wednesday, after overnight weakness, ahead of the release of the July consumer price index, while sterling weakened after benign inflation...",https://www.investing.com/news/forex-news/dollar-on-back-foot-ahead-of-cpi-sterling-slips-3570692,Investing.com,2024-08-14 09:29:08
411,usd-jpy,Have markets overshot the macro? Goldman weighs in,"Recent market movements have priced in a significant negative growth shock, and even with some easing, the magnitude of concern over growth remains large compared to forecast...",https://www.investing.com/news/stock-market-news/have-markets-overshot-the-macro-goldman-weighs-in-432SI-3570637,Investing.com,2024-08-14 08:26:03
412,usd-jpy,Japan stocks higher at close of trade; Nikkei 225 up 0.54%,"Investing.com – Japan stocks were higher after the close on Wednesday, as gains in the Banking, Chemical, Petroleum & Plastic and Financial Services sectors led shares higher. At...",https://www.investing.com/news/stock-market-news/japan-stocks-higher-at-close-of-trade-nikkei-225-up-054-3570544,Investing.com,2024-08-14 06:35:05
413,usd-jpy,Reactions to Japan's PM Kishida stepping down,"(Reuters) -Japanese Prime Minister Fumio Kishida said he will step down in September, ending a three-year term marred by political scandals and paving the way for a new premier to...",https://www.investing.com/news/economy-news/reactions-to-japans-pm-kishida-stepping-down-3570481,Reuters,2024-08-14 04:37:35
414,usd-jpy,Asia FX gains as dollar dips ahead of CPI data; Kiwi battered by rate cut,"Investing.com-- Most Asian currencies firmed on Wednesday, while the dollar dropped after a soft U.S. producer inflation reading pushed up hopes that similar easing in consumer...",https://www.investing.com/news/forex-news/asia-fx-gains-as-dollar-dips-ahead-of-cpi-data-kiwi-battered-by-rate-cut-3570484,Investing.com,2024-08-14 04:25:00
415,usd-jpy,"Stocks rise, bond yields drop on soft US PPI data",By Koh Gui Qing and Lawrence White NEW YORK/LONDON (Reuters) -Stocks jumped and bond yields fell on Tuesday after data showed U.S. producer prices increased less than expected in...,https://www.investing.com/news/economy-news/japanese-shares-lift-asian-stocks-ahead-of-us-data-barrage-3568057,Reuters,2024-08-13 20:52:33
416,usd-jpy,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.04%,"Investing.com – U.S. stocks were higher after the close on Tuesday, as gains in the Technology, Consumer Goods and Consumer Services sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-104-3569971,Investing.com,2024-08-13 20:35:07
417,usd-jpy,Dollar weakens as markets await US consumer price data,"By Laura Matthews NEW YORK (Reuters) -The dollar softened against the yen on Tuesday and was weaker against a basket of its peers in calmer trading, as markets await U.S....",https://www.investing.com/news/economy-news/dollar-tenses-for-data-verdict-on-rate-cut-risks-3568024,Reuters,2024-08-13 19:16:56
418,usd-jpy,Yen may be regaining risk hedging properties: UBS,"The Japanese yen may be reasserting its role as a risk-hedging currency, according to a recent research note from UBS.  After a sharp sell-off in the USD/JPY pair, analysts...",https://www.investing.com/news/stock-market-news/yen-may-be-regaining-risk-hedging-properties-ubs-432SI-3568992,Investing.com,2024-08-13 12:46:02
419,usd-jpy,How worried should we be about this market?,"The Japanese yen may be reasserting its role as a risk-hedging currency, according to a recent research note from UBS.  After a sharp sell-off in the USD/JPY pair, analysts...",https://www.investing.com/news/pro/how-worried-should-we-be-about-this-market-432SI-3568595,Investing.com,2024-08-13 11:01:02
420,usd-jpy,Unwinding of carry trade roadblock for BoJ hikes but not Fed cuts  - Goldman,"Investing.com - The recent sharp appreciation of the yen, as a consequence of the unwinding of the “yen carry trade”, could be a roadblock to further hikes by the Bank of Japan,...",https://www.investing.com/news/forex-news/unwinding-of-carry-trade-roadblock-for-boj-hikes-but-not-fed-cuts---goldman-3568577,Investing.com,2024-08-13 10:54:16
421,usd-jpy,"Stock dump sparked by yen spike will drag on, says Goldman Sachs strategist","By Nell Mackenzie LONDON (Reuters) - Systematic trading strategies including those run by hedge funds continue to dump trades, adding to about $109 billion of global equity...",https://www.investing.com/news/economy-news/stock-dump-sparked-by-yen-spike-will-drag-on-says-goldman-sachs-strategist-3568339,Reuters,2024-08-13 10:26:36
422,usd-jpy,Dollar edges higher ahead of PPI; sterling rises on wage data,"Investing.com - The U.S. dollar edged higher in tight trading ranges Tuesday, as traders awaited the release of the July producer price index, the first of the week’s inflation...",https://www.investing.com/news/forex-news/dollar-edges-higher-ahead-of-ppi-sterling-rises-on-wage-data-3568293,Investing.com,2024-08-13 09:13:53
423,usd-jpy,Overseas investors turn bearish on Japanese equities after brutal sell-off,By Summer Zhen HONG KONG (Reuters) - Global investors are turning bearish on once-favoured Japanese stocks following last week's turbulence as they reassess economic prospects and...,https://www.investing.com/news/economy-news/overseas-investors-turn-bearish-on-japanese-equities-after-brutal-selloff-3568103,Reuters,2024-08-13 08:51:01
424,usd-jpy,"Investors reduced allocations to stocks, moved to cash in August, BofA survey shows","LONDON (Reuters) -Investors increased their allocations to cash and reduced their overweight position in stocks in August, as expectations for global growth dropped to their...",https://www.investing.com/news/economy-news/investors-reduced-allocations-to-stocks-moved-to-cash-in-august-bofa-survey-shows-3568227,Reuters,2024-08-13 08:20:41
425,usd-jpy,Hedge funds dumped Japanese stocks at fastest pace in over 5 years- GS,"Investing.com-- Hedge funds sold Japanese stocks at their fastest pace in over five years during a market rout last week, Goldman Sachs said in a recent note, with macro products...",https://www.investing.com/news/stock-market-news/hedge-funds-dumped-japanese-stocks-at-fastest-pace-in-over-5-years-gs-3568086,Investing.com,2024-08-13 04:42:31
426,usd-jpy,Stable yen leads Nikkei higher ahead of US data test,"A look at the day ahead in European and global markets from Ankur Banerjee Japanese shares returned from a holiday with a bang on Tuesday, erasing all of last week's losses as a...",https://www.investing.com/news/economy-news/stable-yen-leads-nikkei-higher-ahead-of-us-data-test-3568085,Reuters,2024-08-13 04:40:38
427,usd-jpy,"Asia FX flat, dollar muted with inflation, economic cues on tap","Investing.com-- Most Asian currencies moved little on Tuesday as the dollar tread water in anticipation of key inflation data due later in the day, while the Japanese yen weakened...",https://www.investing.com/news/forex-news/asia-fx-flat-dollar-muted-with-inflation-economic-cues-on-tap-3568072,Investing.com,2024-08-13 04:16:06
428,usd-jpy,Stocks tick up while yen slips in calm before US data,By Koh Gui Qing and Harry Robertson NEW YORK/LONDON (Reuters) -World stocks edged higher on Monday while the yen slipped as a holiday in Japan removed one source of recent...,https://www.investing.com/news/economy-news/asia-shares-enjoy-the-calm-before-inflation-test-3565643,Reuters,2024-08-12 20:55:43
429,usd-jpy,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.36%,"Investing.com – U.S. stocks were mixed after the close on Monday, as gains in the Technology, Oil & Gas and Utilities sectors led shares higher while losses in the Consumer Goods,...",https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-036-3567583,Investing.com,2024-08-12 20:35:06
430,usd-jpy,"Yen dips, markets stabilize ahead of US inflation data",By Laura Matthews NEW YORK (Reuters) - The yen fell against the dollar on Monday in calmer currency market trading as investors weighed the odds of a deep Fed interest rate cut...,https://www.investing.com/news/economy-news/yen-slips-markets-brace-for-us-inflation-data-3565646,Reuters,2024-08-12 18:20:46
431,usd-jpy,Goldman Sachs: Carry trade unwind has more room to run,"Goldman Sachs strategists believe that the recent unwinding of the carry trade involving the Japanese Yen (JPY), has further to go despite the significant moves already...",https://www.investing.com/news/forex-news/goldman-sachs-carry-trade-unwind-has-more-room-to-run-3565900,Investing.com,2024-08-12 09:41:21
432,usd-jpy,Take Five: Cruel summer,LONDON (Reuters) -Global markets are having a torrid time of late as U.S. recession fears creep back in and the effects of the yen's sudden surge ripple out.  U.S. inflation...,https://www.investing.com/news/economy-news/take-five-cruel-summer-3565766,Reuters,2024-08-12 06:35:31
433,usd-jpy,Japan stocks higher at close of trade; Nikkei 225 up 0.56%,"Investing.com – Japan stocks were higher after the close on Monday, as gains in the Banking, Chemical, Petroleum & Plastic and Financial Services sectors led shares higher. At the...",https://www.investing.com/news/stock-market-news/japan-stocks-higher-at-close-of-trade-nikkei-225-up-056-3565765,Investing.com,2024-08-12 06:35:06
434,usd-jpy,"Asia FX ticks lower, dollar steadies ahead of CPI data","Investing.com-- Most Asian currencies weakened slightly on Monday as traders turned slightly biased towards the dollar in anticipation of key U.S. inflation data this week, which...",https://www.investing.com/news/forex-news/asia-fx-ticks-lower-dollar-steadies-ahead-of-cpi-data-3565658,Investing.com,2024-08-12 03:48:28
435,usd-jpy,"Morning Bid: Volatility shock fades, India CPI on deck",By Jamie McGeever (Reuters) - A look at the day ahead in Asian markets.  A week is not just a long time in politics.  Seven days ago a huge unwind in the yen carry trade and...,https://www.investing.com/news/economy-news/morning-bid-volatility-shock-fades-india-cpi-on-deck-3565633,Reuters,2024-08-11 21:55:33
436,usd-jpy,What is the yen carry trade and why does it matter?,"The so-called “yen carry trade” has recently made headlines, with many pointing fingers at this investment strategy for the recent turbulence in global markets. The yen carry trade...",https://www.investing.com/news/stock-market-news/what-is-the-yen-carry-trade-and-why-does-it-matter-3565557,Investing.com,2024-08-11 08:31:03
437,usd-jpy,JPMorgan shares outlook for Japanese stocks after Monday selloff,"Japanese stocks saw a significant rebound on August 6, recovering 9% after a sharp selloff the previous day, which was worse than Black Monday, JPMorgan analysts highlighted in...",https://www.investing.com/news/stock-market-news/jpmorgan-shares-outlook-for-japanese-stocks-after-monday-selloff-3565551,Investing.com,2024-08-11 08:01:03
